,State,County,Base Estimate,2020,2021,2022
502, Georgia,Pike,18881,18936,19534.0,19990.0
503, Georgia,Polk,42854,42923,43332.0,43709.0
504, Georgia,Pulaski,9857,9873,9582.0,9984.0
505, Georgia,Putnam,22046,22163,22643.0,22984.0
506, Georgia,Quitman,2238,2228,2236.0,2249.0
507, Georgia,Rabun,16882,16914,17088.0,17206.0
508, Georgia,Randolph,6423,6368,6253.0,6116.0
509, Georgia,Richmond,206607,206526,205358.0,206640.0
510, Georgia,Rockdale,93554,93644,93961.0,94984.0
511, Georgia,Schley,4546,4534,4476.0,4496.0
512, Georgia,Screven,14066,14078,14055.0,13977.0
513, Georgia,Seminole,9152,9131,9142.0,9127.0
514, Georgia,Spalding,67301,67455,67699.0,68919.0
515, Georgia,Stephens,26787,26820,26765.0,26767.0
516, Georgia,Stewart,5312,5304,4914.0,4648.0
517, Georgia,Sumter,29612,29516,28978.0,28877.0
518, Georgia,Talbot,5735,5726,5746.0,5747.0
519, Georgia,Taliaferro,1562,1562,1560.0,1600.0
520, Georgia,Tattnall,24287,24316,24132.0,24064.0
521, Georgia,Taylor,7816,7819,7754.0,7737.0
522, Georgia,Telfair,12477,12465,12330.0,12354.0
523, Georgia,Terrell,9184,9138,8904.0,8754.0
524, Georgia,Thomas,45806,45785,45815.0,45561.0
525, Georgia,Tift,41347,41374,41123.0,41412.0
526, Georgia,Toombs,27031,27081,26873.0,26837.0
527, Georgia,Towns,12487,12545,12867.0,12972.0
528, Georgia,Treutlen,6401,6396,6382.0,6365.0
529, Georgia,Troup,69427,69323,69479.0,70191.0
530, Georgia,Turner,9001,8983,8931.0,8842.0
531, Georgia,Twiggs,8023,8011,7899.0,7680.0
532, Georgia,Union,24626,24798,25560.0,26388.0
533, Georgia,Upson,27699,27740,27673.0,28086.0
534, Georgia,Walker,67660,67742,68405.0,68915.0
535, Georgia,Walton,96669,97153,99808.0,103065.0
536, Georgia,Ware,36247,36225,35547.0,35614.0
537, Georgia,Warren,5211,5208,5214.0,5155.0
538, Georgia,Washington,19992,19948,19766.0,19738.0
539, Georgia,Wayne,30144,30145,30246.0,30896.0
540, Georgia,Webster,2349,2352,2356.0,2328.0
541, Georgia,Wheeler,7479,7447,7748.0,7314.0
542, Georgia,White,28000,28108,28393.0,28806.0
543, Georgia,Whitfield,102866,102776,102688.0,103132.0
544, Georgia,Wilcox,8767,8792,8746.0,8761.0
545, Georgia,Wilkes,9567,9556,9516.0,9599.0
546, Georgia,Wilkinson,8868,8824,8791.0,8681.0
547, Georgia,Worth,20783,20738,20557.0,20424.0
548, Hawaii,Hawaii,200631,200712,203792.0,206315.0
549, Hawaii,Honolulu,1016506,1012305,1004673.0,995638.0
550, Hawaii,Kalawao,80,80,81.0,82.0
551, Hawaii,Kauai,73294,73186,73791.0,73810.0
552, Hawaii,Maui,164762,164760,164817.0,164351.0
553, Idaho,Ada,494964,498260,512914.0,518907.0
554, Idaho,Adams,4380,4425,4632.0,4817.0
555, Idaho,Bannock,87017,87270,88349.0,89517.0
556, Idaho,Bear,6371,6367,6559.0,6722.0
557, Idaho,Benewah,9531,9576,9941.0,10370.0
558, Idaho,Bingham,47995,48106,48898.0,49923.0
559, Idaho,Blaine,24275,24342,24767.0,24866.0
560, Idaho,Boise,7613,7662,8121.0,8333.0
561, Idaho,Bonner,47105,47402,49617.0,51414.0
562, Idaho,Bonneville,123955,124716,128045.0,129496.0
563, Idaho,Boundary,12057,12137,12635.0,13345.0
564, Idaho,Butte,2575,2583,2650.0,2684.0
565, Idaho,Camas,1073,1083,1129.0,1153.0
566, Idaho,Canyon,231106,232998,243774.0,251065.0
567, Idaho,Caribou,7028,7012,7110.0,7190.0
568, Idaho,Cassia,24693,24760,25249.0,25655.0
569, Idaho,Clark,788,791,793.0,806.0
570, Idaho,Clearwater,8731,8752,8917.0,9015.0
571, Idaho,Custer,4274,4265,4434.0,4506.0
572, Idaho,Elmore,28665,28669,28941.0,29403.0
573, Idaho,Franklin,14196,14284,14676.0,15189.0
574, Idaho,Fremont,13383,13414,13606.0,13978.0
575, Idaho,Gem,19126,19274,19832.0,20418.0
576, Idaho,Gooding,15599,15643,15725.0,15715.0
577, Idaho,Idaho,16542,16588,17053.0,17593.0
578, Idaho,Jefferson,30889,31077,32253.0,33428.0
579, Idaho,Jerome,24241,24268,24745.0,25311.0
580, Idaho,Kootenai,171374,172790,180146.0,183578.0
581, Idaho,Latah,39518,39629,40397.0,40978.0
582, Idaho,Lemhi,7976,7958,8136.0,8240.0
583, Idaho,Lewis,3528,3528,3709.0,3763.0
584, Idaho,Lincoln,5123,5129,5260.0,5329.0
585, Idaho,Madison,52908,52929,54114.0,54976.0
586, Idaho,Minidoka,21582,21666,21945.0,22194.0
587, Idaho,Nez,42089,42141,42509.0,43004.0
588, Idaho,Oneida,4563,4562,4588.0,4712.0
589, Idaho,Owyhee,11914,11994,12348.0,12613.0
590, Idaho,Payette,25385,25583,26377.0,26956.0
591, Idaho,Power,7874,7877,7959.0,8068.0
592, Idaho,Shoshone,13164,13195,13659.0,14012.0
593, Idaho,Teton,11633,11735,12294.0,12544.0
594, Idaho,Twin,90045,90361,92357.0,93696.0
595, Idaho,Valley,11744,11842,12264.0,12464.0
596, Idaho,Washington,10500,10559,10887.0,11087.0
597, Illinois,Adams,65727,65612,65146.0,64725.0
598, Illinois,Alexander,5242,5173,5032.0,4858.0
599, Illinois,Bond,16729,16688,16633.0,16566.0
600, Illinois,Boone,53446,53334,53199.0,53154.0
601, Illinois,Brown,6247,6233,6443.0,6330.0
602, Illinois,Bureau,33229,33172,32961.0,32828.0
603, Illinois,Calhoun,4435,4404,4385.0,4360.0
604, Illinois,Carroll,15705,15667,15674.0,15529.0
605, Illinois,Cass,13044,12985,12798.0,12657.0
606, Illinois,Champaign,205863,205629,206708.0,206542.0
607, Illinois,Christian,34031,33950,33721.0,33436.0
608, Illinois,Clark,15457,15423,15354.0,15229.0
609, Illinois,Clay,13290,13271,13154.0,13047.0
610, Illinois,Clinton,36906,36913,36886.0,36909.0
611, Illinois,Coles,46865,46761,46809.0,46334.0
612, Illinois,Cook,5275522,5261249,5177606.0,5109292.0
613, Illinois,Crawford,18672,18648,18691.0,18536.0
614, Illinois,Cumberland,10448,10429,10343.0,10324.0
615, Illinois,DeKalb,100415,100253,100472.0,100232.0
616, Illinois,De,15510,15450,15379.0,15310.0
617, Illinois,Douglas,19734,19758,19740.0,19755.0
618, Illinois,DuPage,932877,931244,926448.0,920901.0
619, Illinois,Edgar,16868,16796,16589.0,16433.0
620, Illinois,Edwards,6247,6208,6086.0,6071.0
621, Illinois,Effingham,34671,34695,34531.0,34325.0
622, Illinois,Fayette,21492,21483,21447.0,21305.0
623, Illinois,Ford,13531,13517,13491.0,13249.0
624, Illinois,Franklin,37798,37685,37498.0,37242.0
625, Illinois,Fulton,33611,33488,33313.0,33021.0
626, Illinois,Gallatin,4948,4938,4907.0,4855.0
627, Illinois,Greene,11988,11936,11851.0,11651.0
628, Illinois,Grundy,52544,52517,52929.0,53041.0
629, Illinois,Hamilton,7993,7997,7923.0,7984.0
630, Illinois,Hancock,17621,17547,17388.0,17244.0
631, Illinois,Hardin,3647,3641,3650.0,3597.0
632, Illinois,Henderson,6385,6334,6304.0,6151.0
633, Illinois,Henry,49290,49172,48868.0,48419.0
634, Illinois,Iroquois,27079,26977,26761.0,26473.0
635, Illinois,Jackson,52984,52906,52666.0,52617.0
636, Illinois,Jasper,9288,9240,9204.0,9212.0
637, Illinois,Jefferson,37118,36998,36882.0,36400.0
638, Illinois,Jersey,21520,21495,21370.0,21246.0
639, Illinois,Jo,22042,22057,21932.0,21758.0
640, Illinois,Johnson,13310,13322,13471.0,13381.0
641, Illinois,Kane,516520,516141,516183.0,514182.0
642, Illinois,Kankakee,107508,107250,106652.0,106074.0
643, Illinois,Kendall,131868,132348,134948.0,137254.0
644, Illinois,Knox,49971,49799,49347.0,48640.0
645, Illinois,Lake,714351,713251,712160.0,709150.0
646, Illinois,LaSalle,109663,109421,109139.0,108078.0
647, Illinois,Lawrence,15283,15258,15216.0,14914.0
648, Illinois,Lee,34144,34051,34166.0,33848.0
649, Illinois,Livingston,35816,35779,35741.0,35521.0
650, Illinois,Logan,27986,27899,27970.0,27591.0
651, Illinois,McDonough,27237,27097,26848.0,26861.0
652, Illinois,McHenry,310227,309886,311592.0,311747.0
653, Illinois,McLean,170975,170954,171190.0,171141.0
654, Illinois,Macon,104003,103756,102649.0,101483.0
655, Illinois,Macoupin,44967,44845,44545.0,44245.0
656, Illinois,Madison,265858,265610,264898.0,263864.0
657, Illinois,Marion,37727,37639,37378.0,36914.0
658, Illinois,Marshall,11744,11706,11686.0,11678.0
659, Illinois,Mason,13091,13057,12859.0,12748.0
660, Illinois,Massac,14176,14138,13966.0,13896.0
661, Illinois,Menard,12296,12271,12184.0,12121.0
662, Illinois,Mercer,15694,15627,15568.0,15504.0
663, Illinois,Monroe,34953,34952,34993.0,35033.0
664, Illinois,Montgomery,28287,28203,28154.0,28020.0
665, Illinois,Morgan,32917,32838,32599.0,32209.0
666, Illinois,Moultrie,14523,14476,14509.0,14323.0
667, Illinois,Ogle,51788,51694,51474.0,51351.0
668, Illinois,Peoria,181833,181322,179764.0,178383.0
669, Illinois,Perry,20940,20882,21033.0,20588.0
670, Illinois,Piatt,16672,16674,16781.0,16723.0
671, Illinois,Pike,14737,14641,14609.0,14484.0
672, Illinois,Pope,3768,3758,3770.0,3770.0
673, Illinois,Pulaski,5191,5160,5073.0,4991.0
674, Illinois,Putnam,5638,5631,5596.0,5572.0
675, Illinois,Randolph,30165,30086,30219.0,30068.0
676, Illinois,Richland,15800,15778,15685.0,15435.0
677, Illinois,Rock,144678,144359,142992.0,141527.0
678, Illinois,St.,257403,256823,255022.0,252671.0
679, Illinois,Saline,23772,23688,23348.0,23087.0
680, Illinois,Sangamon,196338,196122,195422.0,194534.0
681, Illinois,Schuyler,6902,6871,6822.0,6746.0
682, Illinois,Scott,4947,4941,4855.0,4790.0
683, Illinois,Shelby,20995,20924,20861.0,20761.0
684, Illinois,Stark,5405,5391,5296.0,5345.0
685, Illinois,Stephenson,44623,44493,44071.0,43627.0
686, Illinois,Tazewell,131334,131073,130563.0,129911.0
687, Illinois,Union,17243,17182,16937.0,16767.0
688, Illinois,Vermilion,74199,74001,73263.0,72337.0
689, Illinois,Wabash,11361,11315,11210.0,11087.0
690, Illinois,Warren,16840,16828,16595.0,16354.0
691, Illinois,Washington,13767,13731,13651.0,13643.0
692, Illinois,Wayne,16173,16125,15967.0,15872.0
693, Illinois,White,13872,13807,13768.0,13614.0
694, Illinois,Whiteside,55691,55553,55342.0,54658.0
695, Illinois,Will,696362,695844,697985.0,696757.0
696, Illinois,Williamson,67154,67113,66943.0,66695.0
697, Illinois,Winnebago,285350,284928,283559.0,282188.0
698, Illinois,Woodford,38450,38395,38210.0,38128.0
699, Indiana,Adams,35811,35852,35939.0,36068.0
700, Indiana,Allen,385411,386082,389112.0,391449.0
701, Indiana,Bartholomew,82218,82216,82730.0,83540.0
702, Indiana,Benton,8720,8716,8714.0,8719.0
703, Indiana,Blackford,12115,12111,12056.0,11919.0
704, Indiana,Boone,70814,71134,73006.0,74164.0
705, Indiana,Brown,15475,15482,15573.0,15570.0
706, Indiana,Carroll,20304,20331,20502.0,20555.0
707, Indiana,Cass,37870,37791,37579.0,37540.0
708, Indiana,Clark,121091,121353,122847.0,124237.0
709, Indiana,Clay,26457,26419,26370.0,26379.0
710, Indiana,Clinton,33188,33174,33025.0,32843.0
711, Indiana,Crawford,10530,10525,10491.0,10536.0
712, Indiana,Daviess,33391,33366,33381.0,33418.0
713, Indiana,Dearborn,50680,50754,50946.0,51138.0
714, Indiana,Decatur,26471,26465,26322.0,26416.0
715, Indiana,DeKalb,43273,43297,43369.0,43731.0
716, Indiana,Delaware,111909,111763,111981.0,112031.0
717, Indiana,Dubois,43635,43643,43625.0,43632.0
718, Indiana,Elkhart,207054,206983,207066.0,206890.0
719, Indiana,Fayette,23404,23362,23376.0,23349.0
720, Indiana,Floyd,80474,80509,80606.0,80714.0
721, Indiana,Fountain,16474,16483,16466.0,16574.0
722, Indiana,Franklin,22796,22793,22857.0,23028.0
723, Indiana,Fulton,20480,20469,20380.0,20327.0
724, Indiana,Gibson,33017,33055,32954.0,32993.0
725, Indiana,Grant,66661,66475,66203.0,66022.0
726, Indiana,Greene,30805,30804,30826.0,31006.0
727, Indiana,Hamilton,347465,348966,357330.0,364921.0
728, Indiana,Hancock,79851,80187,81855.0,83070.0
729, Indiana,Harrison,39649,39662,39817.0,39851.0
730, Indiana,Hendricks,174792,175575,179555.0,182534.0
731, Indiana,Henry,48912,48903,49036.0,48915.0
732, Indiana,Howard,83659,83588,83642.0,83574.0
733, Indiana,Huntington,36670,36646,36792.0,36834.0
734, Indiana,Jackson,46425,46461,46285.0,46300.0
735, Indiana,Jasper,32912,32892,33113.0,33281.0
736, Indiana,Jay,20478,20476,20309.0,20198.0
737, Indiana,Jefferson,33147,33100,33119.0,32946.0
738, Indiana,Jennings,27614,27581,27507.0,27536.0
739, Indiana,Johnson,161768,162224,164418.0,165782.0
740, Indiana,Knox,36286,36248,35964.0,35789.0
741, Indiana,Kosciusko,80247,80155,80323.0,80826.0
742, Indiana,LaGrange,40444,40530,40538.0,40866.0
743, Indiana,Lake,498707,498932,499327.0,499689.0
744, Indiana,LaPorte,112422,112276,112486.0,111675.0
745, Indiana,Lawrence,45015,45012,45045.0,45222.0
746, Indiana,Madison,130141,130195,130979.0,131744.0
747, Indiana,Marion,977213,976631,971647.0,969466.0
748, Indiana,Marshall,46096,46076,46175.0,46332.0
749, Indiana,Martin,9806,9803,9799.0,9803.0
750, Indiana,Miami,35972,35913,36032.0,35674.0
751, Indiana,Monroe,139717,139571,140135.0,139745.0
752, Indiana,Montgomery,37941,37942,38061.0,38273.0
753, Indiana,Morgan,71785,71848,72260.0,72236.0
754, Indiana,Newton,13825,13786,13793.0,13823.0
755, Indiana,Noble,47461,47453,47419.0,47367.0
756, Indiana,Ohio,5930,5922,5992.0,6114.0
757, Indiana,Orange,19872,19848,19812.0,19623.0
758, Indiana,Owen,21326,21314,21432.0,21482.0
759, Indiana,Parke,16154,16155,16486.0,16369.0
760, Indiana,Perry,19170,19151,19317.0,19183.0
761, Indiana,Pike,12252,12247,12178.0,12168.0
762, Indiana,Porter,173208,173295,174517.0,174791.0
763, Indiana,Posey,25213,25173,25129.0,25063.0
764, Indiana,Pulaski,12523,12523,12370.0,12485.0
765, Indiana,Putnam,36728,36679,37016.0,37301.0
766, Indiana,Randolph,24502,24409,24437.0,24437.0
767, Indiana,Ripley,28984,28968,29017.0,29087.0
768, Indiana,Rush,16755,16767,16699.0,16673.0
769, Indiana,St.,272914,272672,272341.0,272234.0
770, Indiana,Scott,24383,24371,24437.0,24588.0
771, Indiana,Shelby,45052,45058,45025.0,44991.0
772, Indiana,Spencer,19814,19835,19875.0,19967.0
773, Indiana,Starke,23370,23380,23378.0,23258.0
774, Indiana,Steuben,34448,34453,34666.0,34725.0
775, Indiana,Sullivan,20820,20819,20781.0,20670.0
776, Indiana,Switzerland,9753,9742,9849.0,10006.0
777, Indiana,Tippecanoe,186249,186369,187566.0,188717.0
778, Indiana,Tipton,15355,15386,15393.0,15361.0
779, Indiana,Union,7087,7081,7014.0,6952.0
780, Indiana,Vanderburgh,180136,180331,180267.0,179744.0
781, Indiana,Vermillion,15447,15409,15440.0,15451.0
782, Indiana,Vigo,106158,106119,106084.0,106006.0
783, Indiana,Wabash,30986,30936,30897.0,30828.0
784, Indiana,Warren,8436,8424,8459.0,8461.0
785, Indiana,Warrick,63896,63996,64623.0,65185.0
786, Indiana,Washington,28176,28242,28151.0,28224.0
787, Indiana,Wayne,66555,66513,66490.0,66273.0
788, Indiana,Wells,28187,28167,28177.0,28335.0
789, Indiana,White,24691,24668,24662.0,24598.0
790, Indiana,Whitley,34190,34338,34492.0,34627.0
791, Iowa,Adair,7498,7494,7538.0,7494.0
792, Iowa,Adams,3708,3710,3642.0,3611.0
793, Iowa,Allamakee,14061,14068,13968.0,13960.0
794, Iowa,Appanoose,12315,12285,12266.0,12094.0
795, Iowa,Audubon,5676,5681,5665.0,5598.0
796, Iowa,Benton,25571,25534,25719.0,25711.0
797, Iowa,Black,131147,131034,130606.0,130274.0
798, Iowa,Boone,26715,26700,26776.0,26609.0
799, Iowa,Bremer,24988,25003,25122.0,25259.0
800, Iowa,Buchanan,20565,20606,20697.0,20714.0
801, Iowa,Buena,20830,20809,20767.0,20600.0
802, Iowa,Butler,14335,14332,14362.0,14269.0
803, Iowa,Calhoun,9914,9882,9884.0,9725.0
804, Iowa,Carroll,20757,20721,20752.0,20567.0
805, Iowa,Cass,13132,13118,13065.0,13104.0
806, Iowa,Cedar,18497,18491,18444.0,18399.0
807, Iowa,Cerro,43132,43023,42761.0,42409.0
808, Iowa,Cherokee,11664,11663,11532.0,11491.0
809, Iowa,Chickasaw,12015,11990,11899.0,11716.0
810, Iowa,Clarke,9744,9726,9756.0,9692.0
811, Iowa,Clay,16381,16335,16428.0,16475.0
812, Iowa,Clayton,17045,17030,17047.0,17027.0
813, Iowa,Clinton,46470,46432,46526.0,46344.0
814, Iowa,Crawford,16526,16490,16243.0,16123.0
815, Iowa,Dallas,99677,100473,104069.0,108016.0
816, Iowa,Davis,9110,9112,9146.0,9130.0
817, Iowa,Decatur,7639,7605,7660.0,7683.0
818, Iowa,Delaware,17484,17456,17531.0,17568.0
819, Iowa,Des,38907,38816,38507.0,38293.0
820, Iowa,Dickinson,17704,17766,17852.0,18028.0
821, Iowa,Dubuque,99264,99291,98815.0,98677.0
822, Iowa,Emmet,9383,9335,9318.0,9176.0
823, Iowa,Fayette,19511,19445,19309.0,19294.0
824, Iowa,Floyd,15627,15590,15449.0,15337.0
825, Iowa,Franklin,10016,9997,9952.0,9916.0
826, Iowa,Fremont,6602,6567,6575.0,6464.0
827, Iowa,Greene,8766,8752,8733.0,8741.0
828, Iowa,Grundy,12329,12334,12371.0,12356.0
829, Iowa,Guthrie,10623,10613,10586.0,10647.0
830, Iowa,Hamilton,15039,15008,14883.0,14820.0
831, Iowa,Hancock,10794,10757,10685.0,10685.0
832, Iowa,Hardin,16873,16820,16719.0,16567.0
833, Iowa,Harrison,14578,14564,14683.0,14658.0
834, Iowa,Henry,20488,20451,20390.0,20196.0
835, Iowa,Howard,9468,9492,9500.0,9533.0
836, Iowa,Humboldt,9598,9595,9637.0,9572.0
837, Iowa,Ida,7002,7019,6974.0,6888.0
838, Iowa,Iowa,16663,16654,16574.0,16475.0
839, Iowa,Jackson,19485,19452,19397.0,19324.0
840, Iowa,Jasper,37809,37810,37874.0,37938.0
841, Iowa,Jefferson,15665,15693,15762.0,15698.0
842, Iowa,Johnson,152861,153042,155016.0,156420.0
843, Iowa,Jones,20646,20653,20839.0,20848.0
844, Iowa,Keokuk,10035,10012,9924.0,9904.0
845, Iowa,Kossuth,14822,14794,14524.0,14475.0
846, Iowa,Lee,33548,33520,33208.0,32840.0
847, Iowa,Linn,230303,230411,229458.0,229033.0
848, Iowa,Louisa,10837,10821,10747.0,10677.0
849, Iowa,Lucas,8636,8620,8696.0,8689.0
850, Iowa,Lyon,11934,11927,12061.0,12179.0
851, Iowa,Madison,16545,16628,16789.0,17036.0
852, Iowa,Mahaska,22180,22147,21944.0,21946.0
853, Iowa,Marion,33417,33408,33444.0,33642.0
854, Iowa,Marshall,40104,40093,39899.0,39879.0
855, Iowa,Mills,14486,14399,14464.0,14553.0
856, Iowa,Mitchell,10563,10588,10563.0,10532.0
857, Iowa,Monona,8757,8746,8595.0,8486.0
858, Iowa,Monroe,7574,7597,7595.0,7550.0
859, Iowa,Montgomery,10329,10330,10325.0,10205.0
860, Iowa,Muscatine,43242,43141,42688.0,42377.0
861, Iowa,O'Brien,14187,14154,14062.0,14060.0
862, Iowa,Osceola,6196,6202,6163.0,6036.0
863, Iowa,Page,15213,15196,15215.0,15143.0
864, Iowa,Palo,8999,8989,8909.0,8764.0
865, Iowa,Plymouth,25697,25689,25714.0,25681.0
866, Iowa,Pocahontas,7077,7067,7057.0,7053.0
867, Iowa,Polk,492411,492997,497675.0,501089.0
868, Iowa,Pottawattamie,93670,93670,93434.0,93173.0
869, Iowa,Poweshiek,18658,18628,18603.0,18467.0
870, Iowa,Ringgold,4663,4642,4626.0,4670.0
871, Iowa,Sac,9817,9794,9745.0,9673.0
872, Iowa,Scott,174669,174596,174278.0,173924.0
873, Iowa,Shelby,11748,11723,11773.0,11645.0
874, Iowa,Sioux,35870,35887,35991.0,36050.0
875, Iowa,Story,98536,98645,99666.0,99673.0
876, Iowa,Tama,17130,17077,16874.0,16903.0
877, Iowa,Taylor,5896,5865,5873.0,5858.0
878, Iowa,Union,12145,12132,12036.0,11887.0
879, Iowa,Van,7203,7217,7261.0,7256.0
880, Iowa,Wapello,35445,35330,35283.0,35043.0
881, Iowa,Warren,52402,52588,53487.0,54327.0
882, Iowa,Washington,22567,22540,22494.0,22571.0
883, Iowa,Wayne,6495,6504,6511.0,6467.0
884, Iowa,Webster,36996,36985,37178.0,36626.0
885, Iowa,Winnebago,10683,10662,10664.0,10617.0
886, Iowa,Winneshiek,20061,20037,19915.0,19974.0
887, Iowa,Woodbury,105944,105904,105816.0,105671.0
888, Iowa,Worth,7444,7435,7380.0,7319.0
889, Iowa,Wright,12941,12915,12811.0,12681.0
890, Kansas,Allen,12522,12532,12526.0,12579.0
891, Kansas,Anderson,7839,7843,7800.0,7776.0
892, Kansas,Atchison,16341,16318,16257.0,16108.0
893, Kansas,Barber,4233,4203,4099.0,4122.0
894, Kansas,Barton,25495,25419,25239.0,25080.0
895, Kansas,Bourbon,14361,14333,14336.0,14493.0
896, Kansas,Brown,9511,9482,9453.0,9364.0
897, Kansas,Butler,67383,67390,67958.0,68240.0
898, Kansas,Chase,2576,2574,2598.0,2548.0
899, Kansas,Chautauqua,3383,3385,3391.0,3415.0
900, Kansas,Cherokee,19357,19297,19208.0,19088.0
901, Kansas,Cheyenne,2616,2615,2624.0,2583.0
902, Kansas,Clark,1988,1974,1958.0,1933.0
903, Kansas,Clay,8112,8122,8091.0,8043.0
904, Kansas,Cloud,9034,9008,8954.0,8946.0
905, Kansas,Coffey,8358,8356,8343.0,8280.0
906, Kansas,Comanche,1687,1680,1660.0,1681.0
907, Kansas,Cowley,34547,34524,34652.0,34453.0
908, Kansas,Crawford,38976,38951,39033.0,39078.0
909, Kansas,Decatur,2770,2765,2764.0,2689.0
910, Kansas,Dickinson,18397,18368,18483.0,18430.0
911, Kansas,Doniphan,7498,7463,7442.0,7440.0
912, Kansas,Douglas,118784,118777,119480.0,119964.0
913, Kansas,Edwards,2901,2883,2800.0,2739.0
914, Kansas,Elk,2479,2474,2431.0,2441.0
915, Kansas,Ellis,28932,28943,28897.0,28941.0
916, Kansas,Ellsworth,6383,6369,6320.0,6355.0
917, Kansas,Finney,38467,38302,38066.0,37650.0
918, Kansas,Ford,34282,34208,34121.0,33848.0
919, Kansas,Franklin,25994,26008,26021.0,25992.0
920, Kansas,Geary,36730,36751,36112.0,35691.0
921, Kansas,Gove,2717,2707,2735.0,2717.0
922, Kansas,Graham,2417,2408,2408.0,2411.0
923, Kansas,Grant,7353,7326,7318.0,7197.0
924, Kansas,Gray,5654,5646,5672.0,5729.0
925, Kansas,Greeley,1282,1274,1280.0,1223.0
926, Kansas,Greenwood,6006,5965,5922.0,5939.0
927, Kansas,Hamilton,2518,2489,2468.0,2430.0
928, Kansas,Harper,5484,5465,5329.0,5323.0
929, Kansas,Harvey,34034,33998,33827.0,33801.0
930, Kansas,Haskell,3781,3759,3646.0,3576.0
931, Kansas,Hodgeman,1723,1739,1750.0,1755.0
932, Kansas,Jackson,13234,13241,13270.0,13286.0
933, Kansas,Jefferson,18359,18320,18419.0,18344.0
934, Kansas,Jewell,2938,2936,2946.0,2898.0
935, Kansas,Johnson,609864,611101,614848.0,619195.0
936, Kansas,Kearny,3981,3961,3892.0,3855.0
937, Kansas,Kingman,7461,7412,7280.0,7193.0
938, Kansas,Kiowa,2458,2452,2408.0,2404.0
939, Kansas,Labette,20188,20165,19929.0,19757.0
940, Kansas,Lane,1574,1569,1572.0,1556.0
941, Kansas,Leavenworth,81897,81953,82322.0,82892.0
942, Kansas,Lincoln,2940,2948,2907.0,2899.0
943, Kansas,Linn,9591,9586,9730.0,9796.0
944, Kansas,Logan,2762,2743,2710.0,2705.0
945, Kansas,Lyon,32177,32107,31987.0,31898.0
946, Kansas,McPherson,30220,30180,30137.0,30012.0
947, Kansas,Marion,11819,11778,11756.0,11868.0
948, Kansas,Marshall,10038,10026,10010.0,9982.0
949, Kansas,Meade,4055,4054,3989.0,3897.0
950, Kansas,Miami,34205,34232,34665.0,34867.0
951, Kansas,Mitchell,5792,5772,5757.0,5738.0
952, Kansas,Montgomery,31484,31393,31202.0,30996.0
953, Kansas,Morris,5389,5367,5362.0,5349.0
954, Kansas,Morton,2697,2697,2669.0,2599.0
955, Kansas,Nemaha,10277,10265,10216.0,10115.0
956, Kansas,Neosho,15902,15905,15779.0,15606.0
957, Kansas,Ness,2676,2667,2651.0,2645.0
958, Kansas,Norton,5458,5453,5369.0,5301.0
959, Kansas,Osage,15770,15746,15746.0,15654.0
960, Kansas,Osborne,3501,3497,3485.0,3490.0
961, Kansas,Ottawa,5729,5728,5834.0,5795.0
962, Kansas,Pawnee,6259,6261,6246.0,6179.0
963, Kansas,Phillips,4990,4977,4845.0,4809.0
964, Kansas,Pottawatomie,25344,25411,25860.0,26273.0
965, Kansas,Pratt,9159,9148,9180.0,9067.0
966, Kansas,Rawlins,2560,2565,2559.0,2528.0
967, Kansas,Reno,61898,61887,61510.0,61516.0
968, Kansas,Republic,4682,4677,4682.0,4642.0
969, Kansas,Rice,9423,9385,9406.0,9407.0
970, Kansas,Riley,71963,72013,71849.0,71108.0
971, Kansas,Rooks,4921,4895,4870.0,4813.0
972, Kansas,Rush,2951,2938,2925.0,2927.0
973, Kansas,Russell,6684,6670,6677.0,6639.0
974, Kansas,Saline,54301,54253,53899.0,53596.0
975, Kansas,Scott,5151,5138,5121.0,5014.0
976, Kansas,Sedgwick,523830,524786,524481.0,525525.0
977, Kansas,Seward,21962,21854,21747.0,21358.0
978, Kansas,Shawnee,178909,178698,178367.0,177480.0
979, Kansas,Sheridan,2448,2451,2452.0,2425.0
980, Kansas,Sherman,5928,5895,5911.0,5830.0
981, Kansas,Smith,3560,3552,3555.0,3533.0
982, Kansas,Stafford,4070,4055,4008.0,3993.0
983, Kansas,Stanton,2085,2083,2041.0,1963.0
984, Kansas,Stevens,5252,5246,5299.0,5175.0
985, Kansas,Sumner,22392,22342,22386.0,22473.0
986, Kansas,Thomas,7933,7933,7942.0,7893.0
987, Kansas,Trego,2807,2805,2792.0,2752.0
988, Kansas,Wabaunsee,6872,6885,6969.0,7019.0
989, Kansas,Wallace,1517,1517,1514.0,1488.0
990, Kansas,Washington,5532,5532,5526.0,5501.0
991, Kansas,Wichita,2153,2149,2081.0,2064.0
992, Kansas,Wilson,8625,8576,8537.0,8622.0
993, Kansas,Woodson,3115,3091,3076.0,3109.0
994, Kansas,Wyandotte,169230,168904,167290.0,165746.0
995, Kentucky,Adair,18903,18880,18953.0,19067.0
996, Kentucky,Allen,20580,20573,20828.0,21275.0
997, Kentucky,Anderson,23851,23870,24043.0,24224.0
998, Kentucky,Ballard,7730,7712,7690.0,7650.0
999, Kentucky,Barren,44482,44502,44599.0,44854.0
1000, Kentucky,Bath,12747,12716,12774.0,12829.0
1001, Kentucky,Bell,24102,23984,23765.0,23568.0
1002, Kentucky,Boone,135995,136465,137760.0,139093.0
