,State,County,Base Estimate,2020,2021,2022
1472, Mississippi,Tippah,21810,21732,21614.0,21431.0
1473, Mississippi,Tishomingo,18854,18843,18732.0,18619.0
1474, Mississippi,Tunica,9777,9723,9652.0,9458.0
1475, Mississippi,Union,27782,27810,28001.0,28125.0
1476, Mississippi,Walthall,13882,13868,13804.0,13761.0
1477, Mississippi,Warren,44721,44544,43450.0,42649.0
1478, Mississippi,Washington,44918,44631,43641.0,42514.0
1479, Mississippi,Wayne,19774,19803,19712.0,19681.0
1480, Mississippi,Webster,9924,9901,9981.0,9993.0
1481, Mississippi,Wilkinson,8586,8524,8288.0,8143.0
1482, Mississippi,Winston,17709,17683,17608.0,17543.0
1483, Mississippi,Yalobusha,12487,12443,12409.0,12364.0
1484, Mississippi,Yazoo,26748,26671,26432.0,25948.0
1485, Missouri,Adair,25315,25269,25179.0,25165.0
1486, Missouri,Andrew,18128,18098,18009.0,18003.0
1487, Missouri,Atchison,5306,5308,5227.0,5182.0
1488, Missouri,Audrain,24964,24798,24824.0,24434.0
1489, Missouri,Barry,34533,34541,34733.0,34926.0
1490, Missouri,Barton,11625,11608,11649.0,11694.0
1491, Missouri,Bates,16032,16045,16084.0,16177.0
1492, Missouri,Benton,19395,19424,19916.0,20224.0
1493, Missouri,Bollinger,10572,10559,10578.0,10518.0
1494, Missouri,Boone,183607,184035,186075.0,187690.0
1495, Missouri,Buchanan,84798,84460,83655.0,82911.0
1496, Missouri,Butler,42128,42059,42150.0,42179.0
1497, Missouri,Caldwell,8813,8824,8896.0,8933.0
1498, Missouri,Callaway,44290,44337,44667.0,44762.0
1499, Missouri,Camden,42746,42802,43527.0,43768.0
1500, Missouri,Cape,81707,81811,82147.0,82899.0
1501, Missouri,Carroll,8497,8468,8403.0,8423.0
1502, Missouri,Carter,5201,5202,5339.0,5268.0
1503, Missouri,Cass,107816,108145,109751.0,110394.0
1504, Missouri,Cedar,14187,14210,14518.0,14601.0
1505, Missouri,Chariton,7409,7384,7361.0,7386.0
1506, Missouri,Christian,88846,89284,91541.0,93114.0
1507, Missouri,Clark,6640,6661,6738.0,6723.0
1508, Missouri,Clay,253322,254112,255860.0,257033.0
1509, Missouri,Clinton,21182,21210,21258.0,21328.0
1510, Missouri,Cole,77284,76614,76631.0,76969.0
1511, Missouri,Cooper,17108,16648,16672.0,16772.0
1512, Missouri,Crawford,23059,23037,22818.0,22659.0
1513, Missouri,Dade,7571,7587,7600.0,7660.0
1514, Missouri,Dallas,17070,17130,17371.0,17626.0
1515, Missouri,Daviess,8426,8425,8385.0,8435.0
1516, Missouri,DeKalb,11039,11610,11708.0,11336.0
1517, Missouri,Dent,14419,14389,14428.0,14467.0
1518, Missouri,Douglas,11575,11604,11754.0,11975.0
1519, Missouri,Dunklin,28286,28217,27751.0,27406.0
1520, Missouri,Franklin,104688,104853,105328.0,105879.0
1521, Missouri,Gasconade,14794,14760,14791.0,14768.0
1522, Missouri,Gentry,6165,6134,6169.0,6253.0
1523, Missouri,Greene,298915,299312,301118.0,303293.0
1524, Missouri,Grundy,9814,9761,9761.0,9838.0
1525, Missouri,Harrison,8158,8156,8170.0,8199.0
1526, Missouri,Henry,21946,21974,22221.0,22438.0
1527, Missouri,Hickory,8277,8301,8594.0,8630.0
1528, Missouri,Holt,4226,4184,4241.0,4262.0
1529, Missouri,Howard,10148,10151,10128.0,10168.0
1530, Missouri,Howell,39748,39793,39980.0,40631.0
1531, Missouri,Iron,9537,9514,9421.0,9414.0
1532, Missouri,Jackson,717206,717572,717616.0,716531.0
1533, Missouri,Jasper,122750,122878,123325.0,124075.0
1534, Missouri,Jefferson,226572,226927,227934.0,229336.0
1535, Missouri,Johnson,54007,54018,54170.0,54368.0
1536, Missouri,Knox,3745,3739,3787.0,3776.0
1537, Missouri,Laclede,36042,36044,36135.0,36313.0
1538, Missouri,Lafayette,32994,33062,32832.0,32961.0
1539, Missouri,Lawrence,37995,37977,38268.0,38683.0
1540, Missouri,Lewis,10036,10039,9986.0,9891.0
1541, Missouri,Lincoln,59577,59849,61654.0,63155.0
1542, Missouri,Linn,11870,11852,11843.0,11820.0
1543, Missouri,Livingston,14546,13988,14223.0,14402.0
1544, Missouri,McDonald,23308,23286,23428.0,23588.0
1545, Missouri,Macon,15212,15197,15167.0,15049.0
1546, Missouri,Madison,12627,12626,12671.0,12753.0
1547, Missouri,Maries,8430,8452,8422.0,8431.0
1548, Missouri,Marion,28527,28480,28502.0,28438.0
1549, Missouri,Mercer,3537,3513,3469.0,3437.0
1550, Missouri,Miller,24726,24770,24943.0,25403.0
1551, Missouri,Mississippi,12575,12130,12129.0,11688.0
1552, Missouri,Moniteau,15477,15213,15284.0,15220.0
1553, Missouri,Monroe,8662,8686,8720.0,8652.0
1554, Missouri,Montgomery,11319,11287,11429.0,11470.0
1555, Missouri,Morgan,21000,20990,21417.0,21785.0
1556, Missouri,New,16435,16331,16024.0,15695.0
1557, Missouri,Newton,58644,58684,59437.0,60011.0
1558, Missouri,Nodaway,21240,21000,20984.0,20670.0
1559, Missouri,Oregon,8641,8611,8639.0,8732.0
1560, Missouri,Osage,13281,13265,13409.0,13399.0
1561, Missouri,Ozark,8556,8520,8774.0,8940.0
1562, Missouri,Pemiscot,15661,15585,15225.0,14841.0
1563, Missouri,Perry,18954,18969,18956.0,18858.0
1564, Missouri,Pettis,42984,43001,43206.0,43353.0
1565, Missouri,Phelps,44640,44560,44949.0,45313.0
1566, Missouri,Pike,17590,17408,17602.0,17664.0
1567, Missouri,Platte,106718,107168,108720.0,110534.0
1568, Missouri,Polk,31521,31612,32089.0,32693.0
1569, Missouri,Pulaski,53958,54017,53850.0,53941.0
1570, Missouri,Putnam,4680,4690,4696.0,4666.0
1571, Missouri,Ralls,10355,10357,10378.0,10420.0
1572, Missouri,Randolph,24713,24454,24569.0,24622.0
1573, Missouri,Ray,23160,23129,23061.0,23107.0
1574, Missouri,Reynolds,6093,6077,6082.0,6006.0
1575, Missouri,Ripley,10678,10670,10619.0,10703.0
1576, Missouri,St.,405262,406385,410511.0,413803.0
1577, Missouri,St.,9287,9351,9404.0,9576.0
1578, Missouri,Ste.,18479,18474,18571.0,18644.0
1579, Missouri,St.,66926,66437,67057.0,66969.0
1580, Missouri,St.,1004310,1003056,998227.0,990414.0
1581, Missouri,Saline,23319,23323,23241.0,23007.0
1582, Missouri,Schuyler,4034,4010,4021.0,4002.0
1583, Missouri,Scotland,4709,4699,4679.0,4643.0
1584, Missouri,Scott,38058,38020,37856.0,37840.0
1585, Missouri,Shannon,7027,7028,7085.0,7193.0
1586, Missouri,Shelby,6104,6088,5957.0,5982.0
1587, Missouri,Stoddard,28674,28644,28482.0,28377.0
1588, Missouri,Stone,31077,31206,31605.0,32136.0
1589, Missouri,Sullivan,5999,5987,5916.0,5840.0
1590, Missouri,Taney,56058,56057,56334.0,56821.0
1591, Missouri,Texas,24495,24326,24893.0,25336.0
1592, Missouri,Vernon,19710,19669,19605.0,19651.0
1593, Missouri,Warren,35538,35740,36529.0,37260.0
1594, Missouri,Washington,23514,23416,23444.0,23441.0
1595, Missouri,Wayne,10973,10933,10907.0,10792.0
1596, Missouri,Webster,39085,39002,39580.0,40335.0
1597, Missouri,Worth,1967,1962,1969.0,1955.0
1598, Missouri,Wright,18187,18211,18640.0,19156.0
1599, Missouri,St.,301574,300483,293562.0,286578.0
1600, Montana,Beaverhead,9374,9381,9532.0,9719.0
1601, Montana,Big,13127,13082,12932.0,12851.0
1602, Montana,Blaine,7042,7005,6982.0,6936.0
1603, Montana,Broadwater,6773,6857,7323.0,7793.0
1604, Montana,Carbon,10476,10510,10862.0,11179.0
1605, Montana,Carter,1415,1408,1410.0,1382.0
1606, Montana,Cascade,84413,84402,84498.0,84864.0
1607, Montana,Chouteau,5896,5895,5916.0,5898.0
1608, Montana,Custer,11867,11863,11971.0,12032.0
1609, Montana,Daniels,1657,1653,1669.0,1628.0
1610, Montana,Dawson,8943,8923,8866.0,8830.0
1611, Montana,Deer,9424,9420,9506.0,9510.0
1612, Montana,Fallon,3049,3028,2984.0,3011.0
1613, Montana,Fergus,11443,11469,11609.0,11663.0
1614, Montana,Flathead,104349,104862,108725.0,111814.0
1615, Montana,Gallatin,118957,119585,123051.0,124857.0
1616, Montana,Garfield,1170,1170,1210.0,1218.0
1617, Montana,Glacier,13771,13737,13743.0,13681.0
1618, Montana,Golden,824,821,818.0,835.0
1619, Montana,Granite,3306,3308,3355.0,3502.0
1620, Montana,Hill,16304,16263,16175.0,16068.0
1621, Montana,Jefferson,12081,12140,12472.0,12826.0
1622, Montana,Judith,2021,2025,2052.0,2105.0
1623, Montana,Lake,31132,31246,32075.0,32853.0
1624, Montana,Lewis,70967,71168,72503.0,73832.0
1625, Montana,Liberty,1959,1956,1934.0,1972.0
1626, Montana,Lincoln,19678,19739,20571.0,21525.0
1627, Montana,McCone,1728,1730,1711.0,1709.0
1628, Montana,Madison,8626,8660,8944.0,9265.0
1629, Montana,Meagher,1926,1922,1960.0,2013.0
1630, Montana,Mineral,4529,4565,4868.0,5058.0
1631, Montana,Missoula,117924,118337,119806.0,121041.0
1632, Montana,Musselshell,4732,4745,4912.0,5197.0
1633, Montana,Park,17193,17224,17531.0,17790.0
1634, Montana,Petroleum,496,500,522.0,524.0
1635, Montana,Phillips,4215,4208,4216.0,4240.0
1636, Montana,Pondera,5905,5879,6018.0,6078.0
1637, Montana,Powder,1694,1693,1707.0,1725.0
1638, Montana,Powell,6944,6941,7012.0,7051.0
1639, Montana,Prairie,1093,1093,1101.0,1107.0
1640, Montana,Ravalli,44172,44409,46125.0,47298.0
1641, Montana,Richland,11493,11531,11342.0,11237.0
1642, Montana,Roosevelt,10792,10794,10808.0,10572.0
1643, Montana,Rosebud,8331,8305,8077.0,8088.0
1644, Montana,Sanders,12403,12463,12975.0,13442.0
1645, Montana,Sheridan,3542,3536,3569.0,3564.0
1646, Montana,Silver,35128,35201,35554.0,36068.0
1647, Montana,Stillwater,8959,8997,9026.0,9177.0
1648, Montana,Sweet,3677,3670,3705.0,3715.0
1649, Montana,Teton,6230,6256,6282.0,6368.0
1650, Montana,Toole,4973,4970,5010.0,5082.0
1651, Montana,Treasure,759,758,769.0,758.0
1652, Montana,Valley,7577,7556,7556.0,7513.0
1653, Montana,Wheatland,2077,2083,2045.0,2032.0
1654, Montana,Wibaux,939,937,935.0,919.0
1655, Montana,Yellowstone,164722,165196,167397.0,169852.0
1656, Nebraska,Adams,31202,31177,30990.0,30970.0
1657, Nebraska,Antelope,6292,6278,6292.0,6293.0
1658, Nebraska,Arthur,433,432,441.0,433.0
1659, Nebraska,Banner,674,677,689.0,660.0
1660, Nebraska,Blaine,432,431,461.0,453.0
1661, Nebraska,Boone,5377,5359,5400.0,5385.0
1662, Nebraska,Box,10841,10826,10647.0,10672.0
1663, Nebraska,Boyd,1814,1805,1786.0,1741.0
1664, Nebraska,Brown,2902,2902,2912.0,2872.0
1665, Nebraska,Buffalo,50089,50195,50310.0,50586.0
1666, Nebraska,Burt,6727,6721,6706.0,6755.0
1667, Nebraska,Butler,8360,8345,8425.0,8427.0
1668, Nebraska,Cass,26598,26601,27071.0,27122.0
1669, Nebraska,Cedar,8378,8372,8325.0,8371.0
1670, Nebraska,Chase,3894,3887,3829.0,3772.0
1671, Nebraska,Cherry,5455,5454,5447.0,5464.0
1672, Nebraska,Cheyenne,9468,9486,9502.0,9511.0
1673, Nebraska,Clay,6105,6105,6047.0,6049.0
1674, Nebraska,Colfax,10581,10557,10474.0,10444.0
1675, Nebraska,Cuming,9010,9008,8972.0,8929.0
1676, Nebraska,Custer,10543,10493,10476.0,10476.0
1677, Nebraska,Dakota,21587,21552,21256.0,21042.0
1678, Nebraska,Dawes,8195,8150,8131.0,8241.0
1679, Nebraska,Dawson,24111,24086,23934.0,23884.0
1680, Nebraska,Deuel,1837,1831,1857.0,1902.0
1681, Nebraska,Dixon,5598,5582,5546.0,5464.0
1682, Nebraska,Dodge,37171,37110,37120.0,36997.0
1683, Nebraska,Douglas,584522,585386,585467.0,586327.0
1684, Nebraska,Dundy,1657,1654,1630.0,1590.0
1685, Nebraska,Fillmore,5557,5572,5555.0,5553.0
1686, Nebraska,Franklin,2890,2890,2891.0,2873.0
1687, Nebraska,Frontier,2519,2504,2555.0,2633.0
1688, Nebraska,Furnas,4633,4626,4611.0,4575.0
1689, Nebraska,Gage,21706,21653,21611.0,21583.0
1690, Nebraska,Garden,1872,1886,1833.0,1837.0
1691, Nebraska,Garfield,1815,1807,1832.0,1801.0
1692, Nebraska,Gosper,1894,1895,1819.0,1808.0
1693, Nebraska,Grant,613,615,577.0,576.0
1694, Nebraska,Greeley,2186,2175,2184.0,2227.0
1695, Nebraska,Hall,62893,62760,62092.0,62097.0
1696, Nebraska,Hamilton,9431,9404,9382.0,9429.0
1697, Nebraska,Harlan,3076,3057,3097.0,3054.0
1698, Nebraska,Hayes,856,853,841.0,849.0
1699, Nebraska,Hitchcock,2616,2622,2594.0,2598.0
1700, Nebraska,Holt,10137,10113,10081.0,10043.0
1701, Nebraska,Hooker,711,706,731.0,686.0
1702, Nebraska,Howard,6472,6484,6519.0,6515.0
1703, Nebraska,Jefferson,7242,7259,7160.0,7154.0
1704, Nebraska,Johnson,5287,5292,5335.0,5287.0
1705, Nebraska,Kearney,6677,6681,6662.0,6690.0
1706, Nebraska,Keith,8331,8325,8298.0,8269.0
1707, Nebraska,Keya,768,759,787.0,787.0
1708, Nebraska,Kimball,3438,3411,3405.0,3315.0
1709, Nebraska,Knox,8405,8396,8436.0,8336.0
1710, Nebraska,Lancaster,322615,323144,323420.0,324756.0
1711, Nebraska,Lincoln,34680,34534,34078.0,33685.0
1712, Nebraska,Logan,718,715,684.0,675.0
1713, Nebraska,Loup,603,603,598.0,599.0
1714, Nebraska,McPherson,400,397,382.0,372.0
1715, Nebraska,Madison,35584,35521,35360.0,35368.0
1716, Nebraska,Merrick,7659,7655,7670.0,7721.0
1717, Nebraska,Morrill,4555,4553,4573.0,4527.0
1718, Nebraska,Nance,3377,3390,3380.0,3326.0
1719, Nebraska,Nemaha,7076,7085,7000.0,7035.0
1720, Nebraska,Nuckolls,4096,4090,4063.0,4041.0
1721, Nebraska,Otoe,15907,15897,16008.0,16198.0
1722, Nebraska,Pawnee,2545,2536,2540.0,2528.0
1723, Nebraska,Perkins,2861,2863,2822.0,2829.0
1724, Nebraska,Phelps,8964,8972,8933.0,8988.0
1725, Nebraska,Pierce,7315,7340,7316.0,7332.0
1726, Nebraska,Platte,34294,34283,34282.0,34296.0
1727, Nebraska,Polk,5209,5212,5159.0,5166.0
1728, Nebraska,Red,10705,10686,10639.0,10573.0
1729, Nebraska,Richardson,7870,7860,7783.0,7705.0
1730, Nebraska,Rock,1264,1266,1271.0,1245.0
1731, Nebraska,Saline,14291,14242,14052.0,14116.0
1732, Nebraska,Sarpy,190597,191157,193798.0,196553.0
1733, Nebraska,Saunders,22280,22372,22798.0,23118.0
1734, Nebraska,Scotts,36084,36036,35828.0,35603.0
1735, Nebraska,Seward,17608,17614,17584.0,17692.0
1736, Nebraska,Sheridan,5134,5104,5086.0,4996.0
1737, Nebraska,Sherman,2959,2956,2953.0,2980.0
1738, Nebraska,Sioux,1135,1144,1151.0,1127.0
1739, Nebraska,Stanton,5843,5822,5797.0,5717.0
1740, Nebraska,Thayer,5032,5019,4906.0,4885.0
1741, Nebraska,Thomas,668,670,676.0,671.0
1742, Nebraska,Thurston,6769,6752,6595.0,6507.0
1743, Nebraska,Valley,4055,4055,4074.0,4073.0
1744, Nebraska,Washington,20865,20928,20993.0,21167.0
1745, Nebraska,Wayne,9698,9694,9843.0,9871.0
1746, Nebraska,Webster,3396,3390,3393.0,3336.0
1747, Nebraska,Wheeler,772,775,787.0,785.0
1748, Nebraska,York,14128,14103,14248.0,14354.0
1749, Nevada,Churchill,25516,25568,25671.0,25843.0
1750, Nevada,Clark,2265469,2274734,2295194.0,2322985.0
1751, Nevada,Douglas,49484,49522,49969.0,49628.0
1752, Nevada,Elko,53703,53670,53811.0,54046.0
1753, Nevada,Esmeralda,729,732,733.0,744.0
1754, Nevada,Eureka,1853,1853,1909.0,1863.0
1755, Nevada,Humboldt,17288,17276,17591.0,17272.0
1756, Nevada,Lander,5732,5726,5762.0,5766.0
1757, Nevada,Lincoln,4505,4448,4433.0,4482.0
1758, Nevada,Lyon,59240,59466,60927.0,61585.0
1759, Nevada,Mineral,4555,4557,4615.0,4525.0
1760, Nevada,Nye,51590,51960,53277.0,54738.0
1761, Nevada,Pershing,6651,6622,6442.0,6462.0
1762, Nevada,Storey,4098,4106,4145.0,4170.0
1763, Nevada,Washoe,486489,487674,494281.0,496745.0
1764, Nevada,White,9078,9051,8846.0,8788.0
1765, Nevada,Carson,58644,58683,58796.0,58130.0
1766, New Hampshire,Belknap,63709,63775,64612.0,64781.0
1767, New Hampshire,Carroll,50098,50235,51725.0,52199.0
1768, New Hampshire,Cheshire,76455,76541,76821.0,77350.0
1769, New Hampshire,Coos,31262,31227,31411.0,31504.0
1770, New Hampshire,Grafton,91112,91177,90474.0,91126.0
1771, New Hampshire,Hillsborough,422941,422883,424496.0,426594.0
1772, New Hampshire,Merrimack,153800,154022,154591.0,156020.0
1773, New Hampshire,Rockingham,314182,314603,318214.0,319424.0
1774, New Hampshire,Strafford,130895,131055,131534.0,132275.0
1775, New Hampshire,Sullivan,43064,43069,43627.0,43958.0
1776, New Jersey,Atlantic,274536,274172,275130.0,275638.0
1777, New Jersey,Bergen,955746,953617,954879.0,952997.0
1778, New Jersey,Burlington,461863,461648,464411.0,466103.0
1779, New Jersey,Camden,523486,523074,524124.0,524907.0
1780, New Jersey,Cape,95266,95040,95768.0,95634.0
1781, New Jersey,Cumberland,154148,153692,152089.0,151356.0
1782, New Jersey,Essex,862782,859924,854121.0,849477.0
1783, New Jersey,Gloucester,302285,302554,304620.0,306601.0
1784, New Jersey,Hudson,724857,721832,703447.0,703366.0
1785, New Jersey,Hunterdon,128962,128786,129668.0,129777.0
1786, New Jersey,Mercer,387340,386441,382116.0,380688.0
1787, New Jersey,Middlesex,863183,861314,862328.0,861418.0
1788, New Jersey,Monmouth,643608,642771,646392.0,644098.0
1789, New Jersey,Morris,509277,508384,510444.0,511151.0
1790, New Jersey,Ocean,637229,638422,649741.0,655735.0
1791, New Jersey,Passaic,525052,523406,518345.0,513936.0
1792, New Jersey,Salem,64834,64842,65058.0,65117.0
1793, New Jersey,Somerset,345356,344725,346331.0,346875.0
1794, New Jersey,Sussex,144231,143915,145645.0,146084.0
1795, New Jersey,Union,575352,573617,572810.0,569815.0
1796, New Jersey,Warren,109638,109513,110494.0,110926.0
1797, New Mexico,Bernalillo,676438,676803,674980.0,672508.0
1798, New Mexico,Catron,3582,3611,3726.0,3827.0
1799, New Mexico,Chaves,65158,65148,64644.0,63894.0
1800, New Mexico,Cibola,27172,27102,27238.0,26950.0
1801, New Mexico,Colfax,12385,12353,12356.0,12246.0
1802, New Mexico,Curry,48429,48370,47960.0,47532.0
1803, New Mexico,De,1697,1683,1679.0,1693.0
1804, New Mexico,Doña,219567,220047,221655.0,223337.0
1805, New Mexico,Eddy,62314,62329,60899.0,60400.0
1806, New Mexico,Grant,28190,28203,27892.0,27686.0
1807, New Mexico,Guadalupe,4451,4440,4432.0,4310.0
1808, New Mexico,Harding,655,655,636.0,628.0
1809, New Mexico,Hidalgo,4180,4166,4090.0,4003.0
1810, New Mexico,Lea,74455,74635,73103.0,72452.0
1811, New Mexico,Lincoln,20273,20313,20421.0,20411.0
1812, New Mexico,Los,19418,19415,19340.0,19187.0
1813, New Mexico,Luna,25422,25447,25486.0,25749.0
1814, New Mexico,McKinley,72898,72578,71484.0,69830.0
1815, New Mexico,Mora,4185,4192,4203.0,4169.0
1816, New Mexico,Otero,67843,67873,68538.0,68823.0
1817, New Mexico,Quay,8744,8712,8624.0,8546.0
1818, New Mexico,Rio,40359,40269,40249.0,40048.0
1819, New Mexico,Roosevelt,19197,19157,19017.0,18934.0
1820, New Mexico,Sandoval,148829,149276,151439.0,153501.0
1821, New Mexico,San,121663,121368,120866.0,120418.0
1822, New Mexico,San,27203,27129,27167.0,26953.0
1823, New Mexico,Santa,154823,155041,155404.0,155664.0
1824, New Mexico,Sierra,11574,11563,11498.0,11436.0
1825, New Mexico,Socorro,16602,16558,16303.0,16115.0
1826, New Mexico,Taos,34488,34459,34700.0,34580.0
1827, New Mexico,Torrance,15045,15054,15318.0,15454.0
1828, New Mexico,Union,4083,4072,4097.0,3980.0
1829, New Mexico,Valencia,76205,76369,77233.0,78080.0
1830, New York,Albany,314838,313987,316301.0,315811.0
1831, New York,Allegany,46446,47320,46921.0,46694.0
1832, New York,Bronx,1472656,1461125,1421089.0,1379946.0
1833, New York,Broome,198675,198126,198703.0,197117.0
1834, New York,Cattaraugus,77041,76992,76650.0,76439.0
1835, New York,Cayuga,76251,76198,75791.0,74998.0
1836, New York,Chautauqua,127675,127578,126785.0,126027.0
1837, New York,Chemung,84152,83945,82830.0,81426.0
1838, New York,Chenango,47216,47067,46637.0,46458.0
1839, New York,Clinton,79839,79761,79996.0,78753.0
1840, New York,Columbia,61567,61403,62039.0,61286.0
1841, New York,Cortland,46814,46750,46489.0,46126.0
1842, New York,Delaware,44302,44221,44753.0,44740.0
1843, New York,Dutchess,295897,295398,298039.0,297545.0
1844, New York,Erie,954244,952598,954350.0,950312.0
1845, New York,Essex,37362,37326,37292.0,36910.0
1846, New York,Franklin,47556,47565,47040.0,46373.0
1847, New York,Fulton,53322,53132,53055.0,52669.0
1848, New York,Genesee,58394,58313,57988.0,57535.0
1849, New York,Greene,47933,47912,48493.0,48061.0
1850, New York,Hamilton,5102,5073,5114.0,5118.0
1851, New York,Herkimer,60143,60024,60082.0,59822.0
1852, New York,Jefferson,116723,116273,117680.0,116637.0
1853, New York,Kings,2736075,2719044,2637486.0,2590516.0
1854, New York,Lewis,26580,26551,26745.0,26699.0
1855, New York,Livingston,61842,61728,61629.0,61516.0
1856, New York,Madison,68012,67927,67397.0,67097.0
1857, New York,Monroe,759444,757790,756547.0,752035.0
1858, New York,Montgomery,49526,49485,49611.0,49623.0
1859, New York,Nassau,1395777,1390559,1391112.0,1383726.0
1860, New York,New,1694250,1677306,1578801.0,1596273.0
1861, New York,Niagara,212650,212125,211891.0,210880.0
1862, New York,Oneida,232111,231575,229942.0,228846.0
1863, New York,Onondaga,476511,474316,472094.0,468249.0
1864, New York,Ontario,112459,112327,112660.0,112707.0
1865, New York,Orange,401324,401088,404997.0,405941.0
1866, New York,Orleans,40355,40225,39711.0,39318.0
1867, New York,Oswego,117533,117440,118124.0,118287.0
1868, New York,Otsego,58529,58377,60758.0,60636.0
1869, New York,Putnam,97682,97632,98176.0,98045.0
1870, New York,Queens,2405464,2388586,2328141.0,2278029.0
1871, New York,Rensselaer,161138,160900,160740.0,159853.0
1872, New York,Richmond,495749,494586,493484.0,491133.0
1873, New York,Rockland,338329,337394,339256.0,339022.0
1874, New York,St.,108502,108554,108410.0,107733.0
1875, New York,Saratoga,235499,235794,237962.0,238797.0
1876, New York,Schenectady,158058,159315,160214.0,160093.0
1877, New York,Schoharie,29718,29752,30152.0,30063.0
1878, New York,Schuyler,17894,17863,17800.0,17650.0
1879, New York,Seneca,33811,33747,33576.0,32882.0
1880, New York,Steuben,93577,93314,93105.0,92599.0
1881, New York,Suffolk,1525936,1521950,1533118.0,1525465.0
1882, New York,Sullivan,78617,78605,79694.0,79658.0
1883, New York,Tioga,48461,48352,48087.0,47772.0
1884, New York,Tompkins,105744,99784,106044.0,104777.0
1885, New York,Ulster,181856,181627,183704.0,182319.0
1886, New York,Warren,65737,65618,65773.0,65599.0
1887, New York,Washington,61302,61202,60975.0,60841.0
1888, New York,Wayne,91286,91193,91201.0,91125.0
1889, New York,Westchester,1004445,1001431,999607.0,990427.0
1890, New York,Wyoming,40531,40427,40017.0,39666.0
1891, New York,Yates,24768,24720,24634.0,24451.0
1892, North Carolina,Alamance,171429,171954,173876.0,176353.0
1893, North Carolina,Alexander,36440,36482,36467.0,36512.0
1894, North Carolina,Alleghany,10886,10897,11066.0,11185.0
1895, North Carolina,Anson,22052,22033,22254.0,22202.0
1896, North Carolina,Ashe,26581,26580,26764.0,27110.0
1897, North Carolina,Avery,17812,17848,17502.0,17571.0
1898, North Carolina,Beaufort,44658,44690,44438.0,44272.0
1899, North Carolina,Bertie,17934,17862,17425.0,17240.0
1900, North Carolina,Bladen,29617,29629,29565.0,29446.0
1901, North Carolina,Brunswick,136694,138157,144814.0,153064.0
1902, North Carolina,Buncombe,269446,269694,271719.0,273589.0
1903, North Carolina,Burke,87573,87577,87634.0,87881.0
1904, North Carolina,Cabarrus,225807,227214,231726.0,235797.0
1905, North Carolina,Caldwell,80664,80632,80561.0,80492.0
1906, North Carolina,Camden,10357,10407,10816.0,11088.0
1907, North Carolina,Carteret,67686,67724,68718.0,69380.0
1908, North Carolina,Caswell,22738,22699,22701.0,22614.0
1909, North Carolina,Catawba,160609,160892,161821.0,163462.0
1910, North Carolina,Chatham,76270,76670,78111.0,79864.0
1911, North Carolina,Cherokee,28769,28858,29195.0,29512.0
1912, North Carolina,Chowan,13705,13701,13791.0,13940.0
1913, North Carolina,Clay,11085,11142,11350.0,11614.0
1914, North Carolina,Cleveland,99521,99799,100318.0,100670.0
1915, North Carolina,Columbus,50625,50487,49953.0,49885.0
1916, North Carolina,Craven,100718,100646,100277.0,100874.0
1917, North Carolina,Cumberland,334728,334391,337249.0,336699.0
1918, North Carolina,Currituck,28103,28401,29714.0,31015.0
1919, North Carolina,Dare,36910,37032,37889.0,37956.0
1920, North Carolina,Davidson,168933,169196,170794.0,172586.0
1921, North Carolina,Davie,42715,42895,43614.0,44090.0
1922, North Carolina,Duplin,48705,48657,48606.0,48990.0
1923, North Carolina,Durham,324849,325561,329699.0,332680.0
1924, North Carolina,Edgecombe,48897,48777,48370.0,48301.0
1925, North Carolina,Forsyth,382584,383166,386172.0,389157.0
1926, North Carolina,Franklin,68578,69115,71798.0,74539.0
1927, North Carolina,Gaston,227942,228514,231337.0,234215.0
1928, North Carolina,Gates,10475,10448,10403.0,10383.0
1929, North Carolina,Graham,8029,8035,8008.0,7980.0
1930, North Carolina,Granville,61001,61060,61408.0,61903.0
1931, North Carolina,Greene,20449,20440,20261.0,20211.0
1932, North Carolina,Guilford,541309,539498,542756.0,546101.0
1933, North Carolina,Halifax,48622,48521,48377.0,47848.0
1934, North Carolina,Harnett,133554,133779,135669.0,138832.0
1935, North Carolina,Haywood,62097,62223,62504.0,62609.0
1936, North Carolina,Henderson,116279,116541,116988.0,118106.0
1937, North Carolina,Hertford,21552,21470,21172.0,20875.0
1938, North Carolina,Hoke,52081,52240,53235.0,53787.0
1939, North Carolina,Hyde,4587,4551,4625.0,4576.0
1940, North Carolina,Iredell,186699,187683,192227.0,195897.0
1941, North Carolina,Jackson,43107,42231,42520.0,42955.0
1942, North Carolina,Johnston,215991,217787,227313.0,234778.0
1943, North Carolina,Jones,9173,9147,9217.0,9233.0
1944, North Carolina,Lee,63281,63428,64097.0,65476.0
1945, North Carolina,Lenoir,55124,55050,54693.0,54633.0
1946, North Carolina,Lincoln,86816,87206,89870.0,93095.0
1947, North Carolina,McDowell,44577,44580,44586.0,44753.0
1948, North Carolina,Macon,37016,37092,37488.0,38065.0
1949, North Carolina,Madison,21192,21228,21645.0,21768.0
1950, North Carolina,Martin,22035,21953,21742.0,21508.0
1951, North Carolina,Mecklenburg,1115526,1116788,1125809.0,1145392.0
1952, North Carolina,Mitchell,14906,14906,14982.0,15094.0
1953, North Carolina,Montgomery,25752,25719,25853.0,25894.0
1954, North Carolina,Moore,99725,100267,102952.0,105531.0
